Kerala 	Online_chat 	181.0
Prada 	Shoe 	128.0
Pen_pal 	Prison 	147.0
Charmed 	Spoiler_(aeronautics) 	158.0
Pizza 	Sausage 	114.0
Marvin_Gaye 	Tab_(GUI) 	208.0
Kim_Possible 	Pornography 	172.0
Free_Live! 	Webcam 	345.0
Free_Live! 	Sex 	147.0
Budweiser_(Anheuser-Busch) 	Steins,_New_Mexico 	111.0
Cosenza 	Devon 	170.0
Abdomen 	Tuck_(sewing) 	133.0
Portal_(video_game) 	Preadolescence 	197.0
Anatomy 	John_Edward_Gray 	104.0
Aubrey,_Texas 	John_W._R._Taylor 	142.0
Erotica 	Moving_Picture_Experts_Group 	200.0
Chanel 	Handbag 	225.0
Chanel 	The_Walt_Disney_Company 	405.0
Television 	Theme_music 	1142.0
Installation_(computer_programs) 	New_York 	122.0
Ken_Duro_Ifill 	Sexo,_pudor_y_lágrimas 	137.0
Trailer_(promotion) 	XXX_(film) 	106.0
Trailer_(promotion) 	Utility 	238.0
Leave_and_Earnings_Statement 	Mil_Moscow_Helicopter_Plant 	104.0
Dollar_Thrifty_Automotive_Group 	Nickel 	162.0
Disease 	Parkinson_(TV_series) 	115.0
Disease 	Paget_Parish 	108.0
Chicken_fight 	Pool_Party_(The_Office) 	107.0
BellSouth 	Email 	112.0
BellSouth 	Telephone_directory 	120.0
Skull 	Tattoo 	101.0
Cake 	Eucharist 	108.0
Cake 	Easter 	101.0
Cake 	Diaper 	104.0
Livestock 	Mating 	121.0
Las_Vegas 	Nevada 	165.0
Mexico 	Pharmacy 	115.0
Midland,_Texas 	Telegraphy 	162.0
Jeans 	Patas_monkey 	151.0
Greece 	Lemnos 	142.0
Blue_Mountain_(Pennsylvania) 	Greeting_card 	110.0
Grandparent 	Nudity 	123.0
Grandparent 	Hirsutism 	104.0
New_Jersey_Legislative_Districts,_2001_apportionment 	The_Colorado_Springs_School 	167.0
Instant_messaging 	Skype 	126.0
Instant_messaging 	Yahoo! 	126.0
Horse 	Trailer_(promotion) 	171.0
Horse 	Sex 	198.0
Music_tracker 	Myspace 	454.0
Hunting 	MILF_(slang) 	434.0
Author 	Romance_film 	106.0
Author 	Kimberly,_Wisconsin 	106.0
Author 	Logan,_Utah 	106.0
Air_gun 	Hunting 	279.0
Illinois 	Lotto_Sport_Italia 	153.0
Illinois 	U.S._state 	227.0
Lindsay_Lohan 	Nudity 	135.0
Printer_(computing) 	Seiko_Epson 	174.0
Carmen_Electra 	Nudity 	259.0
Fantasy_baseball 	Yahoo! 	535.0
Dicks 	Race_and_ethnicity_in_the_United_States_Census 	128.0
Bird 	Cages 	121.0
Texas 	Śrem 	172.0
Texas 	Waco,_Texas 	139.0
Texas 	U.S._state 	163.0
Texas 	Workforce 	111.0
Nick_Jr._(block) 	Zoey_101 	117.0
Nick_Jr._(block) 	World_Wide_Web 	243.0
Barnes,_London 	Nobility 	563.0
Muscle 	World_Wide_Web 	184.0
Race_and_ethnicity_in_the_United_States_Census 	Uh_Oh!_(game_show) 	133.0
Race_and_ethnicity_in_the_United_States_Census 	Wentworth_Miller 	119.0
Race_and_ethnicity_in_the_United_States_Census 	Transsexualism 	105.0
Race_and_ethnicity_in_the_United_States_Census 	Sex 	442.0
23rd_Infantry_Division_(United_States) 	Japanese_idol 	186.0
College_football 	The_Ann_Arbor_News 	107.0
Herb 	Vest 	309.0
AOL 	Flying_ace 	142.0
AOL 	Safety_(American_and_Canadian_football_position) 	108.0
AOL 	Driver_Ed_(Veronica_Mars) 	114.0
AOL 	Pogo_(comic_strip) 	423.0
AOL 	Telephone_number 	112.0
AOL 	Spyware 	133.0
AOL 	Rom_(comics) 	108.0
AOL 	Adobe_Flash 	126.0
AOL 	Substance_dependence 	1158.0
AOL 	El_Cid 	121.0
AOL 	Yahoo! 	417.0
Energy_Brands 	Third_grade 	101.0
Jobster 	World_Wide_Web 	141.0
Garden_of_Eden 	Gay 	122.0
Erie,_Pennsylvania 	General_Electric 	103.0
Jeff_Fatt 	The_Wiggle 	154.0
Jessica_Simpson 	Nudity 	463.0
Jessica_Simpson 	Shoe 	121.0
Cat 	Loader_(equipment) 	225.0
CBS_Interactive 	Ie,_Okinawa 	200.0
CBS_Interactive 	Family_(biology) 	276.0
CBS_Interactive 	Toolbar 	200.0
CBS_Interactive 	Google 	102.0
Handbag 	Replica 	133.0
Magic_(paranormal) 	The_Gathering_(band) 	103.0
Magic_(paranormal) 	Mirror 	102.0
Alias_Smith_and_Jones 	Fan_fiction 	124.0
Car_rental 	USS_Enterprise_(NCC-1701) 	105.0
Car_rental 	Hertz 	112.0
As_(Roman_coin) 	Spanking 	167.0
As_(Roman_coin) 	Breast 	125.0
Cholesterol 	National_Diet 	105.0
Butts_County,_Georgia 	Liquid_bubble 	222.0
Butts_County,_Georgia 	Nice 	140.0
Ashanti_(entertainer) 	Nudity 	109.0
Heel_(professional_wrestling) 	Pain 	125.0
Infant 	Pussy 	106.0
Infant 	MTV_Cribs 	241.0
Infant 	Stuff_(magazine) 	149.0
Telephone 	Telephone_numbering_plan 	112.0
Telephone 	Telephone_directory 	118.0
Daily_Times_(Pakistan) 	Noblesville,_Indiana 	110.0
Rat 	Roman_triumph 	154.0
Replica 	Sunglasses 	102.0
Big_Black 	Tit_(bird) 	110.0
Big_Black 	Dicks 	154.0
Big_Black 	Looting 	106.0
Carmen_Sandiego 	Where_in_the_World_(UK_game_show) 	190.0
Adobe_Flash 	No_Deposit,_No_Return 	140.0
Adobe_Flash 	Rack_(torture) 	138.0
Adobe_Flash 	CHiPs 	111.0
Adobe_Flash 	Arcade_game 	106.0
Platinum 	Romance_film 	213.0
Coldwell_Banker 	Real_estate 	102.0
Greenbay 	Press_Gazette 	126.0
Rose 	Tattoo 	145.0
Museum 	Natural_history 	183.0
Poodle 	Teacup 	132.0
Jokers_Wild_(band) 	Poker 	404.0
New_Balance 	Shoe 	151.0
Vagina 	Wart 	116.0
Columbia,_South_Carolina 	University_of_Missouri 	103.0
Cancer_signs_and_symptoms 	Colon_(anatomy) 	108.0
Tyra_Banks 	Wallpaper 	101.0
Apache_Junction,_Arizona 	Arizona 	161.0
San_Antonio 	Texas 	193.0
Malibu,_California 	String_instrument 	127.0
Bank_of_America 	Online_banking 	209.0
Bank_of_America 	World_Wide_Web 	564.0
Michigan 	U.S._state 	318.0
Lesson_plan 	Preschool_education 	141.0
Celebrity_sex_tape 	Kid_Rock 	130.0
Celebrity_sex_tape 	Eve_(entertainer) 	152.0
China 	Natal_chart 	282.0
China 	Gender 	142.0
China 	Reps 	404.0
Breast 	Lanas 	178.0
Breast 	Lana,_South_Tyrol 	113.0
Rabbit 	Wallace_and_Gromit 	173.0
Jenna_Jameson 	Nudity 	114.0
Cartoon 	Nudity 	107.0
Slingo 	Xpress_(TV_series) 	323.0
Jonesboro,_Arkansas 	Sun 	110.0
Kimberly,_Wisconsin 	Romance_film 	106.0
Kimberly,_Wisconsin 	Sin 	588.0
Kimberly,_Wisconsin 	Logan,_Utah 	1155.0
Bainbridge,_Georgia 	Searchlight 	101.0
Citibank 	MasterCard 	146.0
Big_Ass 	Fat 	145.0
Britney_Spears 	Pregnancy 	137.0
Britney_Spears 	Nudity 	359.0
Bamboo 	Fences_(play) 	119.0
400s_(decade) 	Suzuki 	101.0
Drawing 	Lottery 	108.0
Drawing 	Texas 	108.0
Myrtle_Beach,_South_Carolina 	South_Carolina 	181.0
Etiquette 	Wedding 	131.0
Family_Guy 	Pornography 	103.0
Bleeding 	Implantation_(human_embryo) 	148.0
Boston 	Real_estate 	200.0
Boston 	Craigslist 	626.0
Boston 	Refrigerator_car 	383.0
Calculator 	Due_Date 	146.0
Calculator 	Ovulation 	165.0
Calculator 	Mortgage_loan 	242.0
Calculator 	Loan 	119.0
Calculator 	Loan_(sports) 	395.0
Calculator 	Pregnancy 	139.0
Calculator 	Pascal_(unit) 	132.0
Galveston,_Texas 	Texas 	150.0
Fruit_preserves 	Turbocharger 	265.0
RE/MAX 	Real_estate 	168.0
Obituary 	Tribune 	108.0
Obituary 	Pā_(Māori) 	108.0
Bashment 	Steely_&_Clevie 	145.0
Dolly_Parton 	Nudity 	157.0
Ornament_(art) 	Thomas_Blackshear 	101.0
Anthony_Field 	The_Wiggle 	264.0
Prom 	Shoe 	269.0
Prom 	Tiffany_(singer) 	112.0
Hookah 	Tobacco 	105.0
Jai_alai 	Miami 	109.0
Anna_Kournikova 	Bikini 	136.0
Sleeper_(1973_film) 	Wrestling 	103.0
Bukkake 	Jizz_(birding) 	103.0
Cute_(Japanese_band) 	Myspace 	196.0
Hotel_New_York 	Hudson,_New_York 	155.0
CNET 	Newport,_Rhode_Island 	135.0
Diamond 	Sportsbook 	156.0
American_Stock_Exchange 	Bema_Gold 	473.0
Carmen 	Hayes,_Hillingdon 	114.0
Hoe_(tool) 	Race_and_ethnicity_in_the_United_States_Census 	112.0
Exhibition_game 	Pet 	159.0
Music_video 	Myspace 	161.0
Mother's_Day 	Poetry 	109.0
Midget 	Pornography 	163.0
Attorney_general 	Texas 	132.0
Converter 	Currency 	114.0
Genealogy 	Shelby_County,_Tennessee 	131.0
Genealogy 	Internet_forum 	132.0
Genealogy 	Texas 	131.0
Chicken_soup 	Tortilla 	114.0
Chicken_soup 	Meatballs_(film) 	103.0
Backseat_(song) 	Bangers_(film) 	108.0
Breaker_(G.I._Joe) 	Nudity 	164.0
Diesel_engine 	Shoe 	172.0
Esméralda_(The_Hunchback_of_Notre-Dame) 	Gala_(King_of_the_Massylii) 	132.0
Keyword_(computer_programming) 	Password 	107.0
Keyword_(computer_programming) 	Uniform_resource_locator 	147.0
Addison,_Texas 	Disease 	114.0
Ford_Mustang 	Saleen 	103.0
Credit_history 	Unsecured_debt 	185.0
Nashville,_Tennessee 	Tennessee 	109.0
Glitter_(film) 	Myspace 	279.0
Steeplechase 	World_Wide_Web 	184.0
Cancer 	Horoscope 	113.0
Sex 	XXX_(film) 	233.0
Sex 	Stocking 	115.0
Frequency 	Image_scanner 	107.0
Beyoncé_Knowles 	Nudity 	253.0
North_Carolina 	Real_estate 	141.0
North_Carolina 	Wilmington,_Delaware 	110.0
Jennifer_Aniston 	Nudity 	173.0
C._B._Fry 	Electronics 	227.0
Keywords 	Uniform_resource_locator 	1328.0
Nextel_Communications 	Ringtone 	116.0
Ballet 	Swan_Lake 	135.0
Keikogi 	Oh,_Pretty_Woman 	187.0
Chicago 	Craigslist 	626.0
Chicago 	Eros 	199.0
Bookmark 	Tommy_Atkins 	142.0
Bow_Wow_(rapper) 	Online_chat 	146.0
Clearwater,_Florida 	Florida 	107.0
Baby_shower 	Cake 	273.0
Talofa 	Teine_Station 	108.0
Talofa 	Tama,_Tokyo 	108.0
Asheville,_North_Carolina 	North_Carolina 	102.0
Puppy 	Teacup 	155.0
Puppy 	Yorkie_(chocolate_bar) 	101.0
Idaho 	Montpelier,_Vermont 	128.0
Pravda 	Russian_language 	131.0
All_My_Children 	Spoiler_(aeronautics) 	166.0
Christian 	Clip_art 	136.0
Gary_Larson 	The_Far_Side 	104.0
Bass_guitar 	Shoe 	113.0
E._K._Chambers 	Hotel_New_York 	102.0
Virginia 	Williamsburg,_Virginia 	132.0
Truckee,_California 	Weather_forecasting 	108.0
Comic_book 	Internet_forum 	140.0
Germany 	Translation 	225.0
Germany 	Online_chat 	107.0
Lodi,_Lombardy 	Sentinel_(comics) 	108.0
Freemasonry 	Rosicrucianism 	107.0
Gallery 	Pornography 	109.0
Bank 	Comerica 	361.0
Ghetto 	Looting 	121.0
Mail.com 	Yahoo! 	1154.0
Cheats_(film) 	Pogo_(comic_strip) 	161.0
Cheats_(film) 	RuneScape 	251.0
Cheats_(film) 	PaintShop_Pro 	110.0
Cheats_(film) 	Xbox 	431.0
Cheats_(film) 	Kingdom_Hearts_II 	103.0
Cheats_(film) 	PlayStation_2 	211.0
Department_of_Revenue_(Tamil_Nadu) 	Indiana 	134.0
Department_of_Revenue_(Tamil_Nadu) 	Florida 	113.0
Department_of_Revenue_(Tamil_Nadu) 	Louisiana 	135.0
Angelina_Jolie 	Nudity 	124.0
Angelina_Jolie 	William_Pitt_the_Younger 	237.0
Pokémon 	Sex 	109.0
Johnstown,_Pennsylvania 	Obituary 	108.0
Johnstown,_Pennsylvania 	Tribune 	108.0
Johnstown,_Pennsylvania 	Pā_(Māori) 	108.0
Hawaii 	Maui 	102.0
Fawcett_Comics 	Gabriel 	118.0
Bikini 	XXX_(film) 	154.0
Bikini 	Dare_(album) 	241.0
Arizona 	Phoenix,_Arizona 	125.0
Arizona 	Sedona,_Arizona 	159.0
Arizona 	Association_football 	113.0
Daily_Record_(Scotland) 	Morristown,_New_Jersey 	111.0
The_League_of_Extraordinary_Gentlemen 	Trailer_(promotion) 	224.0
Branson,_Missouri 	Missouri 	319.0
Alabama 	Classic_car 	196.0
Alabama 	Gulf_Shores,_Alabama 	176.0
Alabama 	Antique_car 	1340.0
Halle_Berry 	Nudity 	174.0
Pussy 	Race_and_ethnicity_in_the_United_States_Census 	109.0
Fuck 	Horse 	124.0
Fuck 	My_Wife 	159.0
Physical_attractiveness 	Sex 	123.0
Dalton,_Georgia 	Kenzie 	283.0
Janelle_(given_names) 	Snow 	102.0
Brevard,_North_Carolina 	Clerk_(municipal_official) 	116.0
Earth 	Goggles 	157.0
New_Concord,_Ohio 	Oh,_Pretty_Woman 	106.0
Curtains_(musical) 	Kitchen 	131.0
Lexmark 	Printer_(computing) 	109.0
Pigeon_Forge,_Tennessee 	United_States_District_Court_for_the_Western_District_of_Tennessee 	125.0
Mississippi 	Tunica,_Mississippi 	140.0
Ringtone 	Sprint_(running) 	278.0
Telephone_directory 	Verizon_Communications 	218.0
Telephone_directory 	Yahoo! 	128.0
Craigslist 	New_York 	1034.0
Craigslist 	New_York_City 	141.0
Craigslist 	Portland,_Oregon 	921.0
Craigslist 	World_Wide_Web 	316.0
Craigslist 	Los_Angeles 	1071.0
Craigslist 	Denver 	293.0
Craigslist 	Sacramento,_California 	261.0
Craigslist 	Orange_County,_California 	118.0
Craigslist 	Washington,_D.C. 	162.0
Craigslist 	Monterey,_California 	311.0
Craigslist 	Seattle 	515.0
Craigslist 	Tampa,_Florida 	376.0
Craigslist 	San_Diego 	151.0
Craigslist 	Want_Ads 	143.0
Flower 	Tattoo 	407.0
J._P._Morgan 	United_States_dollar 	103.0
Czech_Republic 	Newspaper 	167.0
Czech_Republic 	Nubile 	109.0
Ben_Rice 	Blues 	116.0
Amateur 	Pin_(professional_wrestling) 	220.0
Kansas 	Wichita,_Kansas 	776.0
Pakistan 	Swat_District 	103.0
Cindy_Margolis 	Nudity 	114.0
Bondage_(BDSM) 	Magician_(fantasy) 	166.0
Furniture 	John_Badcock_(rower) 	156.0
Furniture 	Infant 	338.0
Furniture 	Leather 	145.0
Furniture 	Wicker 	278.0
Furniture 	Jordans,_Buckinghamshire 	136.0
Furniture 	Lexington,_Kentucky 	126.0
Furniture 	Rugby_union_positions 	265.0
Furniture 	North_Carolina 	249.0
Furniture 	Macy's 	115.0
Fiat 	List_of_express_bus_routes_in_New_York_City 	168.0
Dublin 	Ireland 	111.0
Medical_prescription 	Phentermine 	123.0
The_Weather_Channel 	World_Wide_Web 	106.0
Obsessed_(2009_film) 	Wrestling 	108.0
Independent_music 	Nudity 	158.0
Bellis_perennis 	Papia_language 	199.0
Angel 	Tattoo 	318.0
Angel 	Cherub 	110.0
Angel 	Anime 	111.0
Angel 	Slut 	154.0
Pogo.com 	Solitaire 	503.0
Pogo.com 	World_Wide_Web 	581.0
Asparagine 	World_Wide_Web 	290.0
Arabic_language 	Online_chat 	120.0
Arabic_language 	Sex 	120.0
Deafness 	Missouri 	121.0
Cocker_Spaniel 	List_of_Invader_Zim_characters 	114.0
Cocker_Spaniel 	Family_(biology) 	114.0
Alexa_Internet 	Model_(profession) 	125.0
Emily_the_Strange 	Online_chat 	204.0
Bang! 	My_Wife 	552.0
Pet 	Pharmaceutical_drug 	143.0
Country_Style 	Interior_design 	306.0
France 	Paris 	236.0
France 	Translation 	426.0
France 	Pastry 	112.0
France 	Yahoo! 	200.0
Textile 	Timeless_(radio_network) 	142.0
List_of_The_Green_Green_Grass_characters 	Oil 	191.0
List_of_The_Green_Green_Grass_characters 	Yahoo! 	191.0
Nextdoor 	Nikki_(TV_series) 	115.0
Daddies 	Silver 	393.0
Lyndhurst,_New_Jersey 	New_Jersey 	128.0
Univision 	World_Wide_Web 	176.0
Driver's_license 	Florida 	111.0
Oregon 	Real_estate 	112.0
Oregon 	Portland,_Oregon 	137.0
Amazon.com 	World_Wide_Web 	136.0
Akō,_Hyōgo 	Webmail 	142.0
Shear_stress 	Tree 	113.0
Bracket_(architecture) 	College_basketball 	131.0
Jerry_M._Patterson 	Walt_Disney_World 	194.0
Live_action 	The_Simpsons 	311.0
Bar_(unit) 	Financial_Bank 	196.0
Abaco_Islands 	The_Bahamas 	125.0
Florida 	Jacksonville,_Florida 	133.0
Florida 	Panama_City 	118.0
Florida 	Injunction 	121.0
Florida 	Lakeland,_Florida 	109.0
Florida 	Tampa,_Florida 	155.0
Florida 	Marion_County,_Indiana 	115.0
Florida 	Orlando,_Florida 	290.0
Florida 	Snake 	118.0
Florida 	Sarasota,_Florida 	123.0
Florida 	Real_estate 	241.0
Florida 	Naples 	216.0
Greeting 	United_States 	207.0
Abercrombie,_North_Dakota 	Fitch_Group 	118.0
Disney_Channel 	High_School_Musical 	104.0
Disney_Channel 	World_Wide_Web 	350.0
Sandwich 	Sex_doll 	186.0
Nipple 	Sean_Combs 	232.0
Cult_image 	United_States 	144.0
Gatlinburg,_Tennessee 	Tennessee 	127.0
Gatlinburg,_Tennessee 	Wedding 	122.0
Model_(art) 	Preadolescence 	125.0
Phoenix,_Arizona 	Tattoo 	335.0
Cancún 	Mexico 	251.0
Carport 	Metal 	105.0
Cruiser 	MILF_(slang) 	150.0
April_Fools'_Day 	Practical_joke 	115.0
Dance 	Mime_artist 	131.0
Circus 	Universal_Soul 	135.0
Korean_language 	Pornography 	107.0
Bellamy_(TV_series) 	Merlin 	144.0
Clydesdale 	Race_and_ethnicity_in_the_United_States_Census 	234.0
Rim_(wheel) 	United_States 	119.0
Brush 	PaintShop_Pro 	104.0
Cannoli 	Shell_(projectile) 	104.0
Equus_(genus) 	Li_(unit) 	241.0
Firearm 	Glock 	102.0
Click_(2006_film) 	Keyword_(computer_programming) 	147.0
Click_(2006_film) 	Uniform_resource_locator 	147.0
Apartment 	Mikes_(restaurant) 	250.0
Apartment 	Rent_(musical) 	101.0
Apartment 	Finder_(software) 	210.0
Closet 	Plato 	112.0
Barbie 	Putèr 	109.0
Barbie 	Silkstone 	120.0
Mandy_(song) 	Midwestern_United_States 	126.0
.edu 	World_Wide_Web 	190.0
English_auxiliaries_and_contractions 	Hip 	197.0
Jessica_Alba 	Nudity 	209.0
Grandpa_(Tell_Me_'Bout_the_Good_Ol'_Days) 	Grandparent 	129.0
One_Tree_Hill_(TV_series) 	Spoiler_(aeronautics) 	141.0
Charlotte,_North_Carolina 	North_Carolina 	124.0
Claw 	Claw_crane 	131.0
Ark_(Transformers) 	Noah 	163.0
The_Walt_Disney_Company 	Theme_(computing) 	116.0
The_Walt_Disney_Company 	World_Wide_Web 	231.0
Nylon 	Pornography 	103.0
Fellatio 	Granny_(Looney_Tunes) 	281.0
Beauty 	Swimsuit 	169.0
Pogo_(comic_strip) 	World_Wide_Web 	242.0
Joe_Cox_(American_football) 	Nudity 	109.0
Bus 	Greyhound 	108.0
Los_Angeles 	Want_Ads 	143.0
Fiberglass 	Pool_(cue_sports) 	117.0
8th_Street_(HBLR_station) 	Latino_(demonym) 	236.0
Colorado 	RE/MAX 	112.0
Colorado 	Estes_Park,_Colorado 	113.0
Colorado 	Durango 	110.0
Knee 	Surgery 	120.0
Belize 	Real_estate 	173.0
Online_banking 	Wells_Fargo 	224.0
Online_banking 	SunTrust_Banks 	134.0
Cable_television 	Mercury_Marine 	141.0
Bella_(film) 	List_of_Shortland_Street_characters_(2005) 	124.0
Casino 	No_Deposit,_No_Return 	182.0
EBaum's_World 	List_of_30_Rock_characters 	142.0
Dragon 	Tattoo 	497.0
Jungle 	Wedding 	118.0
Association_football 	Tony_Tucker 	109.0
Toyota_Chaser 	Truck 	147.0
Granny_(Looney_Tunes) 	Sex 	131.0
Nami_(One_Piece) 	One_Piece 	101.0
Booty 	Hispanic_and_Latino_Americans 	110.0
National_bank 	Suffolk_County,_New_York 	107.0
Coupon 	Target_Corporation 	114.0
Coupon 	Las_Vegas 	145.0
Avatar_(2009_film) 	Jayco,_Inc 	112.0
Incest 	Preadolescence 	140.0
