Baseball  	516.0 	42.0 0.00136 0.00011
North_Carolina  	93.0 	43.0 0.00025 0.00011
Alabama  	161.0 	44.0 0.00042 0.00012
Tennessee  	227.0 	45.0 0.0006 0.00012
Tax  	251.0 	47.0 0.00066 0.00012
Washington_(state)  	403.0 	48.0 0.00106 0.00013
Oregon  	956.0 	49.0 0.00252 0.00013
Newspaper  	358.0 	50.0 0.00094 0.00013
Atlanta  	299.0 	51.0 0.00079 0.00013
Wedding  	19.0 	52.0 5e-05 0.00014
Dog  	219.0 	53.0 0.00058 0.00014
Om  	191.0 	54.0 0.0005 0.00014
Ford_Motor_Company  	172.0 	55.0 0.00045 0.00014
English_auxiliaries_and_contractions  	6296.0 	56.0 0.01659 0.00015
Test_cricket  	434.0 	57.0 0.00114 0.00015
Miami  	443.0 	58.0 0.00117 0.00015
High_school  	1629.0 	59.0 0.00429 0.00016
Golf  	8757.0 	60.0 0.02308 0.00016
Pornography  	5.0 	61.0 1e-05 0.00016
Wholesale  	405.0 	62.0 0.00107 0.00016
Gay  	27.0 	63.0 7e-05 0.00017
Basketball  	1760.0 	64.0 0.00464 0.00017
Dallas  	456.0 	65.0 0.0012 0.00017
Mexico  	203.0 	66.0 0.00054 0.00017
Insurance  	1949.0 	67.0 0.00514 0.00018
Philadelphia  	1452.0 	68.0 0.00383 0.00018
Los_Angeles  	241.0 	69.0 0.00064 0.00018
Chevrolet  	214.0 	70.0 0.00056 0.00018
Pennsylvania  	7539.0 	71.0 0.01987 0.00019
Italy  	114.0 	72.0 0.0003 0.00019
Horse  	73.0 	73.0 0.00019 0.00019
Lawyer  	5446.0 	74.0 0.01435 0.0002
Departments_of_France  	970.0 	75.0 0.00256 0.0002
Pregnancy  	47.0 	76.0 0.00012 0.0002
Cat  	356.0 	77.0 0.00094 0.0002
England  	37.0 	78.0 0.0001 0.00021
Rent_(musical)  	342.0 	79.0 0.0009 0.00021
Police  	1251.0 	80.0 0.0033 0.00021
ZIP_code  	120.0 	81.0 0.00032 0.00021
Motel  	7329.0 	82.0 0.01932 0.00022
Missouri  	579.0 	83.0 0.00153 0.00022
Hair_(musical)  	147.0 	84.0 0.00039 0.00022
Cheats_(film)  	106.0 	86.0 0.00028 0.00023
Louisiana  	713.0 	87.0 0.00188 0.00023
Model_(profession)  	718.0 	88.0 0.00189 0.00023
Tattoo  	11.0 	89.0 3e-05 0.00023
EBay  	9.0 	90.0 2e-05 0.00024
Christian  	194.0 	91.0 0.00051 0.00024
Discounts_and_allowances  	78.0 	92.0 0.00021 0.00024
Boston  	285.0 	93.0 0.00075 0.00025
Motorcycle  	79.0 	94.0 0.00021 0.00025
Jewellery  	501.0 	95.0 0.00132 0.00025
Massachusetts  	5123.0 	96.0 0.0135 0.00025
Nursing  	515.0 	97.0 0.00136 0.00026
Wisconsin  	5429.0 	98.0 0.01431 0.00026
San_Diego  	431.0 	99.0 0.00114 0.00026
South_Carolina  	438.0 	100.0 0.00115 0.00026
China  	325.0 	101.0 0.00086 0.00027
Oklahoma  	8263.0 	102.0 0.02178 0.00027
Maine  	922.0 	103.0 0.00243 0.00027
Email  	60.0 	104.0 0.00016 0.00027
New_York_City  	445.0 	105.0 0.00117 0.00028
Molybdenum  	2964.0 	106.0 0.00781 0.00028
Mobile_phone  	104.0 	108.0 0.00027 0.00028
Prison  	849.0 	109.0 0.00224 0.00029
The_Walt_Disney_Company  	14.0 	110.0 4e-05 0.00029
Telephone_directory  	34.0 	111.0 9e-05 0.00029
Mortgage_loan  	182.0 	112.0 0.00048 0.0003
Tampa,_Florida  	583.0 	113.0 0.00154 0.0003
Connecticut  	2558.0 	114.0 0.00674 0.0003
Kentucky  	1529.0 	115.0 0.00403 0.0003
Oh,_Pretty_Woman  	1258.0 	116.0 0.00332 0.00031
Honda  	131.0 	117.0 0.00035 0.00031
Computer  	140.0 	118.0 0.00037 0.00031
Software  	5057.0 	119.0 0.01333 0.00031
Library  	1248.0 	120.0 0.00329 0.00032
Truck  	162.0 	121.0 0.00043 0.00032
France  	127.0 	122.0 0.00033 0.00032
Fishing  	1532.0 	123.0 0.00404 0.00032
Drug  	8863.0 	124.0 0.02336 0.00033
Coupon  	189.0 	125.0 0.0005 0.00033
Google  	7.0 	126.0 2e-05 0.00033
Minnesota  	865.0 	127.0 0.00228 0.00033
Iowa  	1749.0 	128.0 0.00461 0.00034
Bible  	466.0 	129.0 0.00123 0.00034
Spa  	1573.0 	130.0 0.00415 0.00034
Canada  	3072.0 	131.0 0.0081 0.00035
Phoenix,_Arizona  	319.0 	132.0 0.00084 0.00035
Hawaii  	1825.0 	133.0 0.00481 0.00035
Trailer_(promotion)  	88.0 	134.0 0.00023 0.00035
Bar_(law)  	7315.0 	135.0 0.01928 0.00036
Dance  	1999.0 	136.0 0.00527 0.00036
Telephone_number  	72.0 	137.0 0.00019 0.00036
Manganese  	5436.0 	138.0 0.01433 0.00036
Germany  	351.0 	139.0 0.00093 0.00037
Poetry  	117.0 	140.0 0.00031 0.00037
Mass  	943.0 	141.0 0.00249 0.00037
Antique  	334.0 	142.0 0.00088 0.00037
Casino  	848.0 	143.0 0.00224 0.00038
Charlotte,_North_Carolina  	379.0 	144.0 0.001 0.00038
Mississippi  	1722.0 	145.0 0.00454 0.00038
Auction  	512.0 	146.0 0.00135 0.00038
Barbecue_grill  	1168.0 	147.0 0.00308 0.00039
Delaware  	599.0 	148.0 0.00158 0.00039
Austin,_Texas  	250.0 	149.0 0.00066 0.00039
Breast  	30.0 	150.0 8e-05 0.0004
Heart  	911.0 	151.0 0.0024 0.0004
Pet  	337.0 	152.0 0.00089 0.0004
Brooklyn  	7097.0 	153.0 0.01871 0.0004
San_Antonio  	1653.0 	154.0 0.00436 0.00041
Spanish_language  	26.0 	155.0 7e-05 0.00041
Long_Island  	8928.0 	156.0 0.02353 0.00041
Denver  	6474.0 	157.0 0.01706 0.00041
Nevada  	205.0 	158.0 0.00054 0.00042
HTTP_Secure  	183.0 	159.0 0.00048 0.00042
Jacksonville,_Florida  	552.0 	160.0 0.00145 0.00042
Gas  	418.0 	161.0 0.0011 0.00042
Physician  	6458.0 	162.0 0.01702 0.00043
Tire  	404.0 	163.0 0.00106 0.00043
Columbus,_Ohio  	5957.0 	164.0 0.0157 0.00043
Baltimore  	8944.0 	166.0 0.02357 0.00044
San_Francisco  	6549.0 	168.0 0.01726 0.00044
Credit_union  	77.0 	169.0 0.0002 0.00045
Chicken  	1410.0 	170.0 0.00372 0.00045
Sampling_(music)  	429.0 	171.0 0.00113 0.00045
Washington,_D.C.  	891.0 	172.0 0.00235 0.00045
Internet  	732.0 	173.0 0.00193 0.00046
Gold  	994.0 	174.0 0.00262 0.00046
Arkansas  	934.0 	175.0 0.00246 0.00046
Obituary  	569.0 	176.0 0.0015 0.00046
Fish  	5036.0 	177.0 0.01327 0.00047
Paint  	609.0 	178.0 0.00161 0.00047
Funeral_home  	2598.0 	179.0 0.00685 0.00047
Nashville,_Tennessee  	900.0 	180.0 0.00237 0.00047
Cleveland  	4227.0 	181.0 0.01114 0.00048
Pain  	278.0 	182.0 0.00073 0.00048
Monarch  	4963.0 	183.0 0.01308 0.00048
Renting  	494.0 	184.0 0.0013 0.00048
Yellow_pages  	38.0 	185.0 0.0001 0.00049
Marriott_International  	226.0 	186.0 0.0006 0.00049
Rock_music  	3548.0 	187.0 0.00935 0.00049
Richmond,_Virginia  	4848.0 	188.0 0.01278 0.0005
Vintage  	735.0 	189.0 0.00194 0.0005
Bill_(law)  	7051.0 	190.0 0.01858 0.0005
Airport  	1930.0 	191.0 0.00509 0.0005
Pussy  	16.0 	192.0 4e-05 0.00051
Toyota  	928.0 	193.0 0.00245 0.00051
Seattle  	264.0 	194.0 0.0007 0.00051
Softball  	1676.0 	195.0 0.00442 0.00051
Golf_course  	6813.0 	196.0 0.01796 0.00052
Cake  	110.0 	197.0 0.00029 0.00052
Sun  	550.0 	198.0 0.00145 0.00052
Memphis,_Tennessee  	2217.0 	200.0 0.00584 0.00053
United_States_Army  	349.0 	201.0 0.00092 0.00053
Textile  	500.0 	202.0 0.00132 0.00053
Campsite  	8791.0 	203.0 0.02317 0.00054
National_Diet  	809.0 	204.0 0.00213 0.00054
Horsepower  	1838.0 	205.0 0.00484 0.00054
Mary,_Queen_of_Scots  	1890.0 	206.0 0.00498 0.00054
Pizza  	692.0 	207.0 0.00182 0.00055
Carpet  	282.0 	208.0 0.00074 0.00055
Sony  	625.0 	209.0 0.00165 0.00055
Utah  	1319.0 	210.0 0.00348 0.00055
Online_chat  	36.0 	211.0 9e-05 0.00056
Credit_card  	92.0 	212.0 0.00024 0.00056
National_Association_of_Realtors  	1582.0 	213.0 0.00417 0.00056
Harley-Davidson  	132.0 	214.0 0.00035 0.00056
Portland,_Oregon  	629.0 	215.0 0.00166 0.00057
Sheriff  	8152.0 	216.0 0.02149 0.00057
Clip_art  	86.0 	217.0 0.00023 0.00057
Mobile,_Alabama  	846.0 	218.0 0.00223 0.00057
Celebrity  	28.0 	220.0 7e-05 0.00058
Wallpaper  	137.0 	221.0 0.00036 0.00058
Kansas  	277.0 	222.0 0.00073 0.00059
Mathematics  	513.0 	223.0 0.00135 0.00059
Glass  	3497.0 	224.0 0.00922 0.00059
God  	4960.0 	225.0 0.01307 0.00059
Sacramento,_California  	748.0 	226.0 0.00197 0.0006
Cincinnati  	5114.0 	227.0 0.01348 0.0006
Ringtone  	90.0 	229.0 0.00024 0.0006
Cancer  	1199.0 	230.0 0.00316 0.00061
Museum  	1438.0 	231.0 0.00379 0.00061
Walmart  	138.0 	232.0 0.00036 0.00061
Cheating_in_video_games  	76.0 	233.0 0.0002 0.00061
Pink_(singer)  	966.0 	234.0 0.00255 0.00062
Guitar  	527.0 	235.0 0.00139 0.00062
Detroit  	2249.0 	236.0 0.00593 0.00062
Apartment  	149.0 	238.0 0.00039 0.00063
Floristry  	2034.0 	239.0 0.00536 0.00063
Tucson,_Arizona  	7872.0 	241.0 0.02075 0.00064
Animal  	1396.0 	242.0 0.00368 0.00064
Bus  	2063.0 	243.0 0.00544 0.00064
Village  	5194.0 	244.0 0.01369 0.00064
Dodge  	471.0 	245.0 0.00124 0.00065
Surgery  	915.0 	246.0 0.00241 0.00065
Donkey  	62.0 	247.0 0.00016 0.00065
Skin  	4480.0 	248.0 0.01181 0.00065
Verizon_Communications  	54.0 	249.0 0.00014 0.00066
Human_eye  	8517.0 	250.0 0.02245 0.00066
Metal  	1977.0 	252.0 0.00521 0.00066
Prom  	21.0 	253.0 6e-05 0.00067
Easter  	43.0 	255.0 0.00011 0.00067
Photography  	4174.0 	256.0 0.011 0.00067
Silver  	2069.0 	257.0 0.00545 0.00068
Microsoft_Windows  	1389.0 	258.0 0.00366 0.00068
Ring_(mathematics)  	1387.0 	260.0 0.00366 0.00069
Kitchen  	269.0 	262.0 0.00071 0.00069
Oil  	1907.0 	263.0 0.00503 0.00069
Fat  	141.0 	264.0 0.00037 0.0007
West_Virginia  	5010.0 	266.0 0.0132 0.0007
Columbia,_South_Carolina  	1004.0 	267.0 0.00265 0.0007
Angel  	136.0 	268.0 0.00036 0.00071
Flower  	447.0 	269.0 0.00118 0.00071
Internet_forum  	44.0 	270.0 0.00012 0.00071
Real_estate_broker  	1105.0 	271.0 0.00291 0.00071
Puerto_Rico  	867.0 	272.0 0.00229 0.00072
Movie_theater  	942.0 	273.0 0.00248 0.00072
Plastic  	6855.0 	274.0 0.01807 0.00072
Physical_exercise  	6853.0 	275.0 0.01806 0.00072
MP3  	367.0 	276.0 0.00097 0.00073
Tree  	1997.0 	278.0 0.00526 0.00073
New_Mexico  	4535.0 	279.0 0.01195 0.00074
Myrtle_Beach,_South_Carolina  	317.0 	280.0 0.00084 0.00074
PaintShop_Pro  	235.0 	281.0 0.00062 0.00074
Indianapolis  	6788.0 	282.0 0.01789 0.00074
Salary  	877.0 	283.0 0.00231 0.00075
Pharmaceutical_drug  	638.0 	284.0 0.00168 0.00075
Reading_F.C.  	7770.0 	285.0 0.02048 0.00075
XXX_(film)  	46.0 	286.0 0.00012 0.00075
Louisville,_Kentucky  	7197.0 	287.0 0.01897 0.00076
George_W._Bush  	210.0 	288.0 0.00055 0.00076
Salon_(website)  	4819.0 	290.0 0.0127 0.00076
Hunting  	234.0 	291.0 0.00062 0.00077
Jesus  	644.0 	296.0 0.0017 0.00078
William_Smith_(lexicographer)  	2006.0 	297.0 0.00529 0.00078
Idaho  	1114.0 	298.0 0.00294 0.00079
Catholicism  	5110.0 	300.0 0.01347 0.00079
Dell  	336.0 	301.0 0.00089 0.00079
Orange_County,_California  	7582.0 	303.0 0.01998 0.0008
London  	823.0 	304.0 0.00217 0.0008
Cartoon  	545.0 	305.0 0.00144 0.0008
American_Idol  	48.0 	306.0 0.00013 0.00081
President_of_the_United_States  	2106.0 	308.0 0.00555 0.00081
New_Orleans  	1059.0 	309.0 0.00279 0.00081
Disease  	640.0 	310.0 0.00169 0.00082
Puppy  	91.0 	311.0 0.00024 0.00082
Disability  	3420.0 	312.0 0.00901 0.00082
Massage  	1352.0 	313.0 0.00356 0.00082
Leather  	1716.0 	314.0 0.00452 0.00083
Camping  	1887.0 	316.0 0.00497 0.00083
Diamond  	1449.0 	318.0 0.00382 0.00084
Tile  	696.0 	319.0 0.00183 0.00084
Chamber_of_commerce  	6372.0 	320.0 0.01679 0.00084
Wrestling  	348.0 	321.0 0.00092 0.00085
Car_rental  	101.0 	323.0 0.00027 0.00085
Scholarship  	2225.0 	324.0 0.00586 0.00085
Microsoft  	294.0 	325.0 0.00077 0.00086
United_States_dollar  	1249.0 	326.0 0.00329 0.00086
Rapping  	338.0 	327.0 0.00089 0.00086
Tennis  	1137.0 	328.0 0.003 0.00086
Lottery  	39.0 	331.0 0.0001 0.00087
Holiday_Inn  	930.0 	332.0 0.00245 0.00088
Marriage  	3334.0 	335.0 0.00879 0.00088
Arecaceae  	1390.0 	336.0 0.00366 0.00089
Battery_(electricity)  	3503.0 	337.0 0.00923 0.00089
Alaska  	939.0 	338.0 0.00247 0.00089
Flå  	1861.0 	339.0 0.00491 0.00089
Ford_Mustang  	475.0 	340.0 0.00125 0.0009
Lesbian  	354.0 	341.0 0.00093 0.0009
Rose  	1188.0 	343.0 0.00313 0.0009
Milwaukee  	2969.0 	344.0 0.00783 0.00091
Fox_Broadcasting_Company  	487.0 	345.0 0.00128 0.00091
Divorce  	4607.0 	346.0 0.01214 0.00091
Queens  	8657.0 	347.0 0.02282 0.00091
Hilton_Hotels_&_Resorts  	879.0 	348.0 0.00232 0.00092
RE/MAX  	414.0 	349.0 0.00109 0.00092
Sears  	176.0 	350.0 0.00046 0.00092
Vermont  	8417.0 	351.0 0.02218 0.00093
Charleston,_South_Carolina  	1509.0 	352.0 0.00398 0.00093
Hollywood  	1448.0 	353.0 0.00382 0.00093
R._Kelly  	323.0 	354.0 0.00085 0.00093
Fashion  	1618.0 	355.0 0.00426 0.00094
Weight_loss  	372.0 	356.0 0.00098 0.00094
Cell_(biology)  	2013.0 	357.0 0.00531 0.00094
Retail  	5206.0 	358.0 0.01372 0.00094
Blog  	829.0 	359.0 0.00219 0.00095
IPod  	503.0 	361.0 0.00133 0.00095
Paris  	1278.0 	362.0 0.00337 0.00095
Uniform_resource_locator  	1029.0 	363.0 0.00271 0.00096
Manhattan  	3472.0 	364.0 0.00915 0.00096
Genealogy  	213.0 	366.0 0.00056 0.00096
Keywords  	2127.0 	367.0 0.00561 0.00097
Wine  	1395.0 	368.0 0.00368 0.00097
Preschool_education  	1063.0 	369.0 0.0028 0.00097
Cosmetics  	1696.0 	371.0 0.00447 0.00098
Password  	55.0 	372.0 0.00014 0.00098
Fuck  	428.0 	375.0 0.00113 0.00099
Pottery  	1565.0 	377.0 0.00412 0.00099
Safety_(American_and_Canadian_football_position)  	321.0 	379.0 0.00085 0.001
Radio_broadcasting  	3814.0 	380.0 0.01005 0.001
Rhode_Island  	2038.0 	381.0 0.00537 0.001
Japanese_people  	2901.0 	382.0 0.00765 0.00101
Swimsuit  	56.0 	383.0 0.00015 0.00101
Cable_television  	701.0 	384.0 0.00185 0.00101
Chat_room  	71.0 	386.0 0.00019 0.00102
Hotmail  	18.0 	387.0 5e-05 0.00102
Icon  	320.0 	388.0 0.00084 0.00102
CNET  	495.0 	389.0 0.0013 0.00103
Bar_(establishment)  	5161.0 	390.0 0.0136 0.00103
Diabetes_mellitus  	268.0 	391.0 0.00071 0.00103
Menu  	1961.0 	392.0 0.00517 0.00103
Pharmacy  	580.0 	393.0 0.00153 0.00104
Handbag  	204.0 	394.0 0.00054 0.00104
Physical_fitness  	4359.0 	395.0 0.01149 0.00104
Cheerleading  	723.0 	397.0 0.00191 0.00105
Mobile_home  	954.0 	398.0 0.00251 0.00105
Doctors_(soap_opera)  	3436.0 	399.0 0.00906 0.00105
Ireland  	674.0 	400.0 0.00178 0.00105
Camera  	6609.0 	401.0 0.01742 0.00106
United_States_Navy  	378.0 	403.0 0.001 0.00106
Xbox  	386.0 	404.0 0.00102 0.00106
Blood  	2963.0 	405.0 0.00781 0.00107
Nike,_Inc.  	584.0 	407.0 0.00154 0.00107
Jeans  	926.0 	409.0 0.00244 0.00108
New_Hampshire  	6447.0 	410.0 0.01699 0.00108
Jamaica  	449.0 	411.0 0.00118 0.00108
Laptop  	472.0 	412.0 0.00124 0.00109
Cats_(musical)  	2080.0 	413.0 0.00548 0.00109
Russian_language  	109.0 	414.0 0.00029 0.00109
Pump  	4661.0 	415.0 0.01229 0.00109
Television  	721.0 	416.0 0.0019 0.0011
Chocolate  	8436.0 	417.0 0.02223 0.0011
Naples  	4533.0 	418.0 0.01195 0.0011
Jeep  	217.0 	419.0 0.00057 0.0011
Pool_(cue_sports)  	432.0 	421.0 0.00114 0.00111
Cookie  	708.0 	422.0 0.00187 0.00111
Tool_(band)  	1597.0 	423.0 0.00421 0.00111
Bird  	2197.0 	425.0 0.00579 0.00112
Medicine  	2383.0 	426.0 0.00628 0.00112
Boxing  	311.0 	427.0 0.00082 0.00113
Cemetery  	4733.0 	428.0 0.01247 0.00113
Immigration  	1606.0 	429.0 0.00423 0.00113
Author  	4449.0 	430.0 0.01173 0.00113
Alcohol  	3260.0 	432.0 0.00859 0.00114
Yamaha_Corporation  	571.0 	433.0 0.0015 0.00114
The_Home_Depot  	97.0 	434.0 0.00026 0.00114
The_Bronx  	1040.0 	435.0 0.00274 0.00115
Candy  	1237.0 	436.0 0.00326 0.00115
Lighting  	1079.0 	437.0 0.00284 0.00115
Penis  	439.0 	439.0 0.00116 0.00116
Calorie  	2109.0 	440.0 0.00556 0.00116
J._J._Johnson  	5278.0 	442.0 0.01391 0.00116
Rabbit  	364.0 	443.0 0.00096 0.00117
Craigslist  	10.0 	444.0 3e-05 0.00117
Truck_driver  	3358.0 	445.0 0.00885 0.00117
Shower  	2167.0 	447.0 0.00571 0.00118
Lawn_mower  	1187.0 	448.0 0.00313 0.00118
Rooster  	423.0 	449.0 0.00111 0.00118
Coffee  	1938.0 	451.0 0.00511 0.00119
Airline  	112.0 	452.0 0.0003 0.00119
Egg_(biology)  	4613.0 	453.0 0.01216 0.00119
Hairstyle  	40.0 	454.0 0.00011 0.0012
Swimming_pool  	185.0 	455.0 0.00049 0.0012
Montana  	3863.0 	456.0 0.01018 0.0012
LOC4951  	1296.0 	457.0 0.00342 0.0012
Nursery_school  	6850.0 	458.0 0.01805 0.00121
Sex_offender  	1197.0 	459.0 0.00315 0.00121
Energy  	3547.0 	460.0 0.00935 0.00121
Wilmington,_Delaware  	1309.0 	461.0 0.00345 0.00122
Target_Corporation  	224.0 	462.0 0.00059 0.00122
Webmail  	292.0 	463.0 0.00077 0.00122
Nursing_home  	7012.0 	464.0 0.01848 0.00122
Choice_Hotels  	274.0 	465.0 0.00072 0.00123
Lacrosse  	2737.0 	466.0 0.00721 0.00123
Classified_advertising  	2161.0 	467.0 0.0057 0.00123
Tablature  	244.0 	468.0 0.00064 0.00123
Summer_camp  	7007.0 	469.0 0.01847 0.00124
Bowling  	4789.0 	471.0 0.01262 0.00124
Cheating  	318.0 	472.0 0.00084 0.00124
Magic_(paranormal)  	316.0 	473.0 0.00083 0.00125
Salem,_Oregon  	4175.0 	474.0 0.011 0.00125
Toddler  	8673.0 	475.0 0.02286 0.00125
Spain  	7361.0 	477.0 0.0194 0.00126
Stuff_(magazine)  	511.0 	479.0 0.00135 0.00126
Music_video  	254.0 	481.0 0.00067 0.00127
Loan_(sports)  	2182.0 	482.0 0.00575 0.00127
Virus  	961.0 	483.0 0.00253 0.00127
United_States_Senate  	8588.0 	484.0 0.02264 0.00128
Keyword_(computer_programming)  	785.0 	485.0 0.00207 0.00128
Satellite  	1103.0 	486.0 0.00291 0.00128
Broadway_theatre  	476.0 	487.0 0.00125 0.00128
Lancaster,_Pennsylvania  	8612.0 	488.0 0.0227 0.00129
Webcam  	84.0 	489.0 0.00022 0.00129
Nissan_Motor_Company  	441.0 	490.0 0.00116 0.00129
Screensaver  	157.0 	491.0 0.00041 0.00129
Catering  	5809.0 	492.0 0.01531 0.0013
Tractor  	232.0 	493.0 0.00061 0.0013
Cooking  	1625.0 	495.0 0.00428 0.0013
Adoption  	1284.0 	496.0 0.00338 0.00131
Irish_people  	304.0 	497.0 0.0008 0.00131
Logo  	1052.0 	499.0 0.00277 0.00132
Bedding  	245.0 	500.0 0.00065 0.00132
Printer_(publishing)  	1098.0 	501.0 0.00289 0.00132
Rome  	2229.0 	503.0 0.00588 0.00133
Lexington,_Kentucky  	1646.0 	504.0 0.00434 0.00133
Best_Western  	385.0 	505.0 0.00101 0.00133
Candle  	648.0 	506.0 0.00171 0.00133
Health_insurance  	1104.0 	509.0 0.00291 0.00134
Savannah,_Georgia  	679.0 	510.0 0.00179 0.00134
Tab_(GUI)  	1190.0 	511.0 0.00314 0.00135
Virginia_Beach,_Virginia  	1694.0 	512.0 0.00446 0.00135
Foreclosure  	750.0 	514.0 0.00198 0.00135
Caribbean  	5532.0 	515.0 0.01458 0.00136
Doll  	4816.0 	519.0 0.01269 0.00137
Bed_and_breakfast  	852.0 	521.0 0.00225 0.00137
Cabinet_(government)  	312.0 	522.0 0.00082 0.00138
Japan  	7204.0 	524.0 0.01899 0.00138
American_Civil_War  	2316.0 	526.0 0.0061 0.00139
Reno,_Nevada  	888.0 	527.0 0.00234 0.00139
List_of_auto_parts  	129.0 	528.0 0.00034 0.00139
Bath,_Somerset  	233.0 	529.0 0.00061 0.00139
Lincoln,_Nebraska  	5306.0 	530.0 0.01399 0.0014
Golf_club  	1405.0 	531.0 0.0037 0.0014
Franklin,_Tennessee  	7151.0 	534.0 0.01885 0.00141
Lawn  	2065.0 	536.0 0.00544 0.00141
J._C._Penney  	41.0 	539.0 0.00011 0.00142
Interior_design  	315.0 	542.0 0.00083 0.00143
Universal_Studios  	440.0 	545.0 0.00116 0.00144
Gymnastics  	5829.0 	546.0 0.01536 0.00144
Child_support  	2005.0 	548.0 0.00528 0.00144
Paintball  	2800.0 	553.0 0.00738 0.00146
User_(computing)  	165.0 	555.0 0.00043 0.00146
Animation  	5800.0 	556.0 0.01529 0.00147
Pub  	5630.0 	557.0 0.01484 0.00147
Concrete  	2519.0 	560.0 0.00664 0.00148
Academy_Award  	425.0 	561.0 0.00112 0.00148
Translation  	20.0 	562.0 5e-05 0.00148
Credit_history  	436.0 	563.0 0.00115 0.00148
Nebraska  	6538.0 	564.0 0.01723 0.00149
Piano  	5657.0 	565.0 0.01491 0.00149
Calculator  	57.0 	566.0 0.00015 0.00149
Chord_(music)  	4422.0 	568.0 0.01166 0.0015
India  	5732.0 	569.0 0.01511 0.0015
AT&T_Mobility  	100.0 	570.0 0.00026 0.0015
Tooth  	7676.0 	572.0 0.02023 0.00151
Cap_(sport)  	5065.0 	573.0 0.01335 0.00151
Broward_County,_Florida  	5644.0 	575.0 0.01488 0.00152
John_W._R._Taylor  	8914.0 	577.0 0.02349 0.00152
Telephone  	946.0 	578.0 0.00249 0.00152
Unemployment  	1897.0 	580.0 0.005 0.00153
Medicare_(United_States)  	2145.0 	583.0 0.00565 0.00154
Sarasota,_Florida  	1351.0 	584.0 0.00356 0.00154
Tank  	7760.0 	585.0 0.02045 0.00154
Albuquerque,_New_Mexico  	7111.0 	586.0 0.01874 0.00154
Dentist  	4615.0 	587.0 0.01216 0.00155
Sprint_(running)  	279.0 	588.0 0.00074 0.00155
Atlantic_City,_New_Jersey  	465.0 	590.0 0.00123 0.00156
Castle  	827.0 	593.0 0.00218 0.00156
Apple_Inc.  	389.0 	594.0 0.00103 0.00157
Anderson,_Indiana  	6590.0 	595.0 0.01737 0.00157
Plastic_surgery  	493.0 	596.0 0.0013 0.00157
Résumé  	85.0 	597.0 0.00022 0.00157
Xanga  	167.0 	598.0 0.00044 0.00158
Mother's_Day  	124.0 	599.0 0.00033 0.00158
Australian_Labor_Party  	1585.0 	600.0 0.00418 0.00158
Motorola  	1872.0 	602.0 0.00493 0.00159
Steeplechase  	151.0 	604.0 0.0004 0.00159
Quilt  	548.0 	605.0 0.00144 0.00159
Brain  	2095.0 	607.0 0.00552 0.0016
Mattress  	1015.0 	608.0 0.00268 0.0016
AP_Films  	8595.0 	609.0 0.02265 0.00161
Patio  	820.0 	610.0 0.00216 0.00161
Air_conditioning  	1006.0 	612.0 0.00265 0.00161
Dream  	347.0 	614.0 0.00091 0.00162
Eagle  	2340.0 	615.0 0.00617 0.00162
Lesson_plan  	1024.0 	616.0 0.0027 0.00162
Moon  	6443.0 	617.0 0.01698 0.00163
Video_game  	889.0 	618.0 0.00234 0.00163
Destination_spa  	5398.0 	619.0 0.01423 0.00163
